posts,date
УТРЕННЯЯ ЗАРЯДКА🤸,1589349615
"ДЕТСКИЙ ФИТНЕС.Развитие гибкости
Инструктор Д.Баглий",1589288407
"КОМПЛЕКС УПРАЖНЕНИЙ НА ВСЕ ГРУППЫ МЫШЦ🍀
Инструктор А.Степанов",1589274013
"Доброе утро, друзья!
Делаем зарядку вместе с инструктором Олисовой Н.Л.🤸🤸🤸

#спортнормажизни
#тренируйсядома",1589261402
#тренируйсядома,1589188116
ДОБРОЕ УТРО☀,1589173201
,1589048253
"КРУГОВАЯ
Инструктор Е.Гилко

#тренируйсядома 
#спортнормажизни",1588950015
"ДЕТСКИЙ ФИТНЕС
Инструктор Д.Баглий

КОМПЛЕКС на 08.05.2020

☀РАЗМИНКА 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений

🌱Сит-ап 
🌱«Червячок» 
🌱Ягодичный мост на одной ноге 
🌱Лежа на животе- подъем туловища- со сгибанием рук 
🌱Выпады назад 

☀РАСТЯЖКА

#тренируйсядома 
#спортнормажизни",1588942811
"КОМПЛЕКС УПРАЖНЕНИЙ ДЛЯ ВСЕХ ВОЗРАСТНЫХ ГРУПП
Инструктор В.Истомина

инвентарь:
✅палка гимнастическая (швабра)
✅мяч
✅шарики (мячики для тенниса)
✅стул

#тренируйсядома
#спортнормажизни",1588928421
"Вопрос: «Как теперь будет проходить акция #БессмертныйПолк»? 
Ответ: 
 
В связи с пандемией коронавируса традиционное народное шествие «Бессмертный полк» претерпевает изменения и пройдет в режиме онлайн. Прямо сейчас создается единая база данных, из которой автоматически сформируется видеоряд из фотографий участников Великой Отечественной войны и их родственников с символикой акции. 
 
 Для того чтобы принять участие, нужно загрузить фотографию героя и заполнить специальную форму одним из способов: 
 
1. Портал ""Бессмертный полк - онлайн"" - https://2020.polkrf.ru/ 
2. Портал ""Банк памяти"" - https://sber9may.ru/ 
3. Приложение ""Бессмертный полк - онлайн"" в Одноклассниках - https://ok.ru/app/immortal-regiment 
4. Приложение ""Бессмертный полк - онлайн"" ВКонтакте 
 
Волонтеры Победы помогут с модерацией загруженных на порталы фотографий участников войны, которые уже 9 мая будут транслироваться на более чем 200 медиаэкранах Москвы, online-кинотеатре OKKO, на портале «Бессмертного полка России» и федеральных каналах. 
 
#ВолонтерыПобеды 
#ГотовКпобедам 
#НеТолько9мая 
#ВеликаяПобеда 
#БессмертныйПолк",1588863611
"С 1 по 9 мая жители России примут участие в акции «Окна Победы» - по всей стране они будут украшать окна квартир и домов символами Великой Победы: георгиевскими лентами, красными звездами, словами благодарности в адрес ветеранов. Вы можете присоединиться к акции в социальных сетях по хештегу #ОКНА_ПОБЕДЫ. 
 
Символы, которые наносятся на окна, можно изобразить с помощью красок, вырезать трафареты из бумаги, выложить стикерами или другим образом – это зависит от фантазии участников. К акции может присоединиться любой желающий, а трафареты для нанесения рисунков можно найти на официальном сайте акции - год2020.рф/окнапобеды

 #возможностионлайн
#мыпетербург9мая
#помнюигоржусь
#балконпобеды
#окнапобеды
#марафонвоимяпобеды",1588834091
"Друзья, давайте вместе готовиться к выполнению комплекса ГТО в домашних условиях!👍🏻",1588501653
,1588257794
"Подготовка к выполнению комплекса ГТО.💪🏻
Работа с гирей.🏋

Тренируемся вместе со специалистом отдела ГТО - Петром Шмыгля.

#спортнормажизни
#тренируйсядома
#гтовприморском",1588251601
"Доброе утро, друзья!⛅
Заряжаемся энергией на весь день и разминаемся вместе 
со специалистом отдела ГТО - Яной Ваньковой.

#спортнормажизни
#тренируйсядома",1588222801
"КОМПЛЕКС УПРАЖНЕНИЙ ДЛЯ СЕКЦИИ ЛЕГКОЙ АТЛЕТИКИ
Инструкторы Э. и В. Левушкины",1588172406
"ДЕТСКИЙ ФИТНЕС😃 
Инструктор Д.Баглий🖖🏻 
 
🌱КОМПЛЕКС на 29.04.2020🌱 
 
☀РАЗМИНКА 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений 
 
☀Классические отжимания 
☀Боковые скручивания 
☀Лежа на животе – поочередно- подъем руки и ноги 
☀Приседания с прыжком 
☀Ягодичный мост на одной ноге 
 
#тренируйсядома 
#спортнормажизни",1588165203
"Тренировка на развитие гибкости!
Повторяем за специалистом отдела ГТО - Ольгой Карасевой.

#спортнормажизни
#тренируйсядома
#приморскийрайон",1588150803
УТРЕННЯЯ ЗАРЯДКА,1588136402
,1588093207
"ФУТБОЛ.ДОМАШНЯЯ ТРЕНИРОВКА⚽
Инструкторы А.и Д.Савельевы🙎‍♂🙎‍♂

1.ОФП
2.Футбольные упражнения",1588086012
"УПРАЖНЕНИЯ ДЛЯ ГРУППЫ ""БЕГОВЕЛЫ""
Инструктор А.Кадырова

#тренируйсядома 
#спортнормажизни 
#приморскийрайон",1588078802
"КОМПЛЕКС УПРАЖНЕНИЙ С ПАЛКАМИ ДЛЯ СКАНДИНАВСКОЙ ХОДЬБЫ
Инструктор Н.Кузнецова

#спортнормажизни
#тренируйсядома",1588064711
,1588054500
"ВЕСЕЛАЯ ГИМНАСТИКА☀
Инструктор Н.Лукачина🧔",1588050003
"ФУТБОЛЬНАЯ РАСТЯЖКА
Инструктор Е.Шевченко

#тренируйсядома 
#спортнормажизни 
#приморскийрайон",1587999604
"ДЕТСКИЙ ФИТНЕС
Инструткор Д.Баглий

РАЗМИНКА 
✅Бег на месте-3 минуты 
✅Бег с высоким подниманием бедра-1 минута 
✅Бег с захлестом голени- 1 минута 
✅Джампинг Джек-1 минута 
✅Шаги на месте- 1 минута 
 
Далее - упражнения друг за другом, ❗20❗ повторений каждого 
⭐Наклоны головы в стороны 
⭐Повороты головы в стороны 
⭐Круговые движения двумя руками вперед/назад(махи) 
⭐Круговые движения в локтевом суставе 
⭐Круговые движения в лучезапястном суставе 
⭐Наклоны туловища в стороны 
⭐Повороты туловища в стороны 
⭐Круговые движения в тазобедренном суставе 
⭐Круговые движения в коленном суставе 
⭐Круговые движения в голеностопном суставе 
 
🌱КОМПЛЕКС на 27.04.2020🌱 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений 
 
💥Сит-ап 
💥Классические отжимания 
💥Приседания с прыжком 
💥Ягодичный мост 
💥«Самолет» Лежа на животе- подъем туловища-руки вверх- в стороны 
 
Не забывайте после занятий о растяжке😉

#тренируйсядома 
#спортнормажизни 
#приморскийрайон",1587992405
"СУСТАВНАЯ ГИМНАСТИКА
Инструктор В.Бушманова

https://youtu.be/ivBR5qZWHNE

#тренируйсядома
#спортнормажизни
#приморскийрайон",1587978010
"НАДОЕЛИ СЕРИАЛЫ?

Тогда самое время переключиться на фильмы про спорт🙃
Если уж пока заниматься на спорт.объектах нельзя, то хоть посмотрим, как это было🤪

https://www.minsport.gov.ru/press-centre/news/34859/",1587969188
"УТРЕННЯЯ ЗАРЯДКА☀

#поставьсебяназарядку",1587963606
,1587927427
"ФУТБОЛ. Тренируемся дома
Инструктор С.Назаров",1587826809
,1587808870
,1587755887
"РЕГБИ🏉
Инструктор И.Васильев😉",1587740411
"ДЕТСКИЙ ФИТНЕС
Инструктор Д.Баглий

🌱КОМПЛЕКС на 24.04.2020🌱 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений 
 
⚡Подъем туловища с касанием голени 
⚡Боковые скручивания 
⚡Отжимания с колен- узкая постановка рук 
⚡Классические приседания 
⚡В упоре лежа- поочередно подъем правой и левой руки 
 
#тренируйсядома 
#спортнормажизни",1587733210
"АЭРОБИКА🕺
Инструктор Н.Дмитриенко😃

 Предлагаем вашему вниманию – курс аэробики для похудения и здоровья вместе с инструктором Дмитриенко Натальей😍 

Заниматься аэробикой – это значит поддерживать себя в великолепной физической форме, достигать здоровья и великолепного внешнего вида. Представленные в этом курсе уроки аэробики для похудения, продолжают начатый ранее курс и предлагают множество новшеств. 

Что нового в курсе? 

 Это новые связки и комплексы, которые вы можете использовать как вместе с уже известными, так и отдельно. Вы узнаете, что современная аэробика имеет бесконечное разнообразие шагов, движений и целых комплексов для любых типов тренировок! Именно поэтому занятия аэробикой дарят приятные эмоции и обладают высокой эффективностью. 
Музыка непосредственно влияет на уровень интенсивности тренировки. На своих занятиях мы выбрали темп 120 ударов в минуту, что позволяет успевать реагировать на команды инструктора, следить за положением корпуса и правильной техникой шага. Тем, кто занимается давно и чувствует потребность в увеличении нагрузки, могут добавить ее за счет большей амплитуды шагов, движений руками и прыжков. 
 
Для кого предназначен? 

Это универсальный курс, который понравится как мужчинам, так и женщинам любого возраста – главное, иметь желание поработать над своим телом, и не иметь противопоказаний по здоровью. А если вы еще ни разу не пробовали занятия аэробикой, то сначала мы рекомендуем ознакомиться с уроками первой части – это поможет вам комплексно подойти к занятиям и достичь надежного результата. 
Смотрите уроки, выполняйте рекомендации тренера, и дарите себе удовольствие от курса аэробики дома! 

Что иметь для занятий? 

 Для занятия аэробикой вам понадобится удобная одежда и легкие кроссовки с фиксированной щиколоткой и амортизирующей подошвой. 

#тренируйсядома
#спортнормажизни
#центрспортаприморскогорайона",1587718824
УТРЕННЯЯ ЗАРЯДКА☀,1587704410
,1587661210
"ХИП-ХОП🤪
А.Руденок🤠

Хочешь стать чемпионом мира? Повторяй за Аленой!😎",1587654016
"КОМПЛЕКС УПРАЖНЕНИЙ НА НОГИ🦵🏻
Инструктор В.Дейнеко",1587632417
"ТАБАТА на ПРЕСС!
Тренировки табата являются очень эффективными для сжигания жира, повышения выносливости и увеличения скорости метаболизма. Магия происходит всего за 4 минуты. Проверим?😉
Тренируемся вместе со специалистом отдела ГТО - Яной Ваньковой.

#спортнормажизни
#тренируйсядома",1587546015
"Утренняя зарядка!🤸🤸🤸
Даже в условиях самоизоляции можно заниматься физкультурой на свежем воздухе!☀😊☀
Повторяем за специалистом отдела ГТО - Петром Шмыгля.

#спортнормажизни
#тренируйсядома",1587531609
"LOWER BODY+ABS
Инструктор А.Гороцкевич

Это совокупность базовых и изолирующих упражнений на мышцы ног и брюшного пресса🔥",1587481204
"ДЕТСКИЙ ФИТНЕС👶
Инструктор Д.Баглий

🌱КОМПЛЕКС НА 21.04.2020🌱

🍀Разминка

Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений

🍀Отжимания с колен с узкой постановкой рук 
🍀Подъем туловища с касанием голени 
🍀Лежа на животе подъем туловища со сгибанием рук 
🍀Приседания с прыжком 
🍀В упоре лёжа поочередно подъем правой и левой руки

#спортнормажизни
#тренируйсядома",1587474005
"УПРАЖНЕНИЯ С ПАЛКАМИ ДЛЯ СКАНДИНАВСКОЙ ХОДЬБЫ👍🏻 
Инструктор М.Соколовская👩‍🦱",1587459606
ТАНЦЕВАЛЬНАЯ УТРЕННЯЯ ЗАРЯДКА ДЛЯ САМЫХ МАЛЕНЬКИХ💃🕺,1587445204
,1587402007
"КРУГОВАЯ ЖИРОСЖИГАЮЩАЯ ТРЕНИРОВКА✌🏻
Инструктор Е.Гилко👸

Разминка: суставная гимнастика
 
ОСНОВНАЯ ЧАСТЬ 

✅«Джампинг-Джек» 50 раз
✅«Скалолаз» 40 раз
✅Прыжки в плие 30 раз 
✅Т- отжимания 20 раз
✅«Бёрпи» облегчённый вариант 10 раз
 
 ДОПОЛНИТЕЛЬНАЯ ЧАСТЬ

упражнения на брюшной пресс: 
☀Рол ап 12 раз 
☀Скручивание с втягиванием живота 20 раз 
☀«Жук» 2 варианта по 12 раз каждый. 

 Заминка: растягивание основных мышечных групп

Количество кругов 2-3-4 (в зависимости от подготовленности)

#спортнормажизни
#тренируйсядома",1587394808
"АЭРОБИКА🤸
Инструктор Н. Дмитриенко💃

#спортнормажизни
#тренируйсядома",1587373213
А ты сделал утреннюю зарядку?,1587358806
,1587315612
"ФЛОРБОЛ
Инструктор Л.Сутугина👩‍🦰

#спортнормажизни
#тренируйсядома
#толькоспартатолькопобеда",1587301207
Готовимся к выполнению нормативов комплекса ГТО!💪,1587285386
"ЗАРЯДКА НАСТОЯЩЕГО ФУТБОЛИСТА⚽
Инструктор Е.Шевченко",1587200407
"РАСТЯЖКА🧘‍♂
Инструктор Н.Колесникова👸

Комплекс упражнений хорошо пойдойдет для растяжки после тренировки!Берите на заметку😉

#тренируйсядома 
#спортнормажизни",1587135605
"ДЕТСКИЙ ФИТНЕС😃
Инструктор Д.Баглий🖖🏻

🌱КОМПЛЕКС на 17.04.2020🌱 

 ☀РАЗМИНКА

Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений 
 
☀Классические отжимания 
☀Боковые скручивания 
☀Лежа на животе – поочередно- подъем руки и ноги 
☀Приседания с прыжком 
☀Ягодичный мост на одной ноге 
 
#тренируйсядома 
#спортнормажизни",1587128405
"КОМПЛЕКС УПРАЖНЕНИЙ ДЛЯ УЛУЧШЕНИЯ ОСАНКИ🧘‍♀
Инструктор В.Дейнеко✌🏻

#тренируйсядома 
#спортнормажизни",1587114007
"ТАНЦЕВАЛЬНАЯ УТРЕННЯЯ ЗАРЯДКА💃🕺
1 ч. для малышей 👶 
2 ч. для всех 👪",1587099609
,1587056414
"АЭРОБИКА (базовые шаги)👯‍♀
Инструктор Н.Дмитриенко👸

Наталья проводит занятия в парке Озеро Долгое. 
❗до 30 апреля занятия проводятся только дистанционно❗",1587049206
"ЖИРОСЖИГАЮЩАЯ ТРЕНИРОВКА😃
Инструктор П.Баглай🙍‍♂",1587042007
"ОФП для лиц пенсионного возраста👵👴
Инструктор В.Истомина😎

Необходимы инвентарь - резина, стул",1587027610
"ДРУЗЬЯ✌🏻
❗до 30 апреля 2020❗ все спортивные площадки, находящиеся на балансе Центра спорта, закрыты⛔
Проводится систематическая дезинфекция оборудования, элементов благоустройства.
Очень просим Вас и Ваших детей не срывать обьявления и сигнальную ленту, не проникать на площадки🙏🏻
Ведь только действуя вместе мы сможем победить эту напасть 👑🦠",1587016500
"УТРЕННЯЯ ЗАРЯДКА
Наша самая зажигательная зарядка🔥",1587013206
"#тренируйсядома
#спортнормажизни",1586970008
"ФУНКЦИОНАЛЬНАЯ ТРЕНИРОВКА(с собственным весом)✌🏻
Инструктор Ю.Балабонкина💪🏻

Необходимый инвентарь - стул

🍀РАЗМИНКА
🍀КАЖДОЕ УПРАЖНЕНИЕ ПО 1 мин.
🍀2-3-4 круга
🍀ЗАМИНКА/РАСТЯЖКА

🍀ОТДЫХ МЕЖДУ КРУГАМИ 1 мин.✌🏻✌🏻",1586962803
"ДЕТСКИЙ ФИТНЕС 👶
Инструктор Д.Баглий💪🏻 
 
РАЗМИНКА 
✅Бег на месте-3 минуты 
✅Бег с высоким подниманием бедра-1 минута 
✅Бег с захлестом голени- 1 минута 
✅Джампинг Джек-1 минута 
✅Шаги на месте- 1 минута 
 
Далее - упражнения друг за другом, ❗20❗ повторений каждого 
🐰Наклоны головы в стороны 
🐰Повороты головы в стороны 
🐰Круговые движения двумя руками вперед/назад(махи) 
🐰Круговые движения в локтевом суставе 
🐰Круговые движения в лучезапястном суставе 
🐰Наклоны туловища в стороны 
🐰Повороты туловища в стороны 
🐰Круговые движения в тазобедренном суставе 
🐰Круговые движения в коленном суставе 
🐰Круговые движения в голеностопном суставе 
 
🌱КОМПЛЕКС на 15.04.2020🌱 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений 
 
🌷Сит-ап 
🌷«Червячок» 
🌷Ягодичный мост на одной ноге 
🌷Лежа на животе- подъем туловища- со сгибанием рук 
🌷Выпады назад 
 
#тренируйсядома 
#спортнормажизни",1586955606
"ТАНЕЦ ЖИВОТА (BELLY DANCE)👸 
Инструктор Л.Быкова💃 
 
🍍Разминка 
🍍ч. 2 
🍍ч. 3
🍍ч. 4

#тренируйсядома 
#спортнормажизни",1586941214
УТРЕННЯЯ ЗАРЯДКА☀☀☀,1586926812
,1586883603
"ВОЛЕЙБОЛ🏐
Инструктор А.Раснюк👱

Выполнение данных упражнений поможет не потерять ""чувство мяча""

#спортнормажизни
#тренируйсядома",1586876411
"УПРАЖНЕНИЯ ДЛЯ СЕКЦИИ ЛЕГКОЙ АТЛЕТИКИ🏃‍♀
Инструкторы В.Левушкин, Э.Левушкина👫

#спортнормажизни
#тренируйсядома",1586869211
"ПРОФИЛАКТИКА И ЛЕЧЕНИЕ ОСТЕОХОНДРОЗА ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА🙃
Инструктор В. Бушманова👱‍♀",1586854820
"УТРЕННЯЯ ЗАРЯДКА🔥
И все будет хорошооо☀

#поставьсебяназарядку",1586840402
"ТРЕНИРОВКА для секции ЕДИНОБОРСТВ🤼‍♂
Инструктор В.Раскатов👴",1586790005
"ОЗДОРОВИТЕЛЬНАЯ ГИМНАСТИКА🤸 
Инструктор Е.Гилко 
 
По просьбам занимающихся Лиза сняла полноценное занятие📽 

Необходимый инвентарь - гимнастическая палка (черенок от швабры)🧹
 
#спортнормажизни 
#тренируйсядома",1586782810
"АФК✌🏻
Инструктор А.Протопопова🧚‍♀

Упраждения, представленные на видео, прекрасно подойдут для начитающих спортсменов, лиц пожилого возраста, лиц с органиченными возможностями здоровья😀

#тренируйсядома
#спортнормажизни",1586768407
"УТРЕННЯЯ ЗАРЯДКА💃🕺
Специалист О.Карасева👱‍♀️

Ольга знает все о комплексе ""Готов к труду и обороне""💪🏻И не только о нем😉
Просыпайтесь, заряжайтесь позитивом- ведь впереди новый прекрасный день😃

#тренируйсядома
#спортнормажизни",1586754003
,1586710807
"ФЛОРБОЛ🏒
Инструктор Л.Сутугина👩‍🦳

Людмила является мастером спорта, тренером Сборной Санкт-Петербурга по флорболу. Воспитанники Людмилы участвуют в большом количестве соревнований городского уровня, но и российского и международного🏆

🍀1. ВОСЬМЕРКА 50-150 раз
🍀2. 5-7 минут
🍀3. ПЕРЕКИДЫВАНИЕ МЯЧА ЧЕРЕЗ ПРЕПЯТСТВИЕ 50-100 раз с каждой стороны
🍀4. 40-80 раз
🍀5. ДРИБЛИНГ ПЯТКА-НОСОК 5-10 минут
🍀6. ВОСЬМЕРКА МЕЖДУ НОГ 40-80 раз
🍀7. ПРИЁМ ЛЕТНОГО МЯЧА НА УДОБНУЮ СТОРОНУ ПЕРА 50-100 раз
🍀8. ХАОТИЧНОЕ ОБВЕДЕНИЕ ПРЕДМЕТОВ 7-10 минут
🍀9.1. прокидывание мяча под клюшкой с каждой стороны 50 раз
 9.2. имитация обыгрыша перед клюшкой соперника 50 раз
 9.3. перебрасывание клюшки соперника 50 раз с каждой стороны
 9.4. обыгрыш с отскоком от ""борта"" 50-100 раз с каждой стороны

 Не забывайте отмечать тренировку с дневнике самоконтроля🤓

#спортнормажизни
#тренируйсядома",1586703606
"ТРЕНИРОВКА С МЯЧОМ (футбол)⚽
Инструктор И.Елин🤪

Игорь работает в МО Лахта-Ольгино.

Если Вам посчастливилось пережидать нынешнее непростое время где-то на даче, то это тренировка точно для Вас.🤘🏻

#спортнормажизни
#тренируйсядома",1586696408
"УПРАЖНЕНИЯ ДЛЯ ПРОФИЛАКТИКИ ПЛОСКОСТОПИЯ🥎
Инструктор В.Бушманова✌🏻

Очень полезные упражнения при просмотре любимого сериала😉

#спортнормажизни
#тренируйсядома",1586682012
,1586624412
"ТРЕНИРОВКА С ОТЯГОЩЕНИЕМ💪🏻
Специалист С.Выгодин🎯

В свободное от работы время Станислава всегда можно встретить в тренажерном зале. Стас всегда готов помочь начинающим спортсменам🏋‍♂

Необходимый инвентарь - стул, отягощение (бутылка с водой, гантели, упаковка гречи, рюкзак с книгами и т.д.)

❗Занятие необходимо проводить в спортивной форме❗

🧭Отдых между подходами 30 сек.

(⚡количество подходов*количество повторений)

🥑СУСТАВНАЯ РАЗМИНКА (самостоятельно)
 
🥑ПРИСЕД - 4*15-20
🥑ВЫПАДЫ НАЗАД СО СКОЛЬЖЕНИЕМ НОГИ - 5*10-12 (на каждую ногу)
🥑НАКЛОННЫЕ ОТЖИМАНИЯ - 4*15-20
🥑ЖИМ СИДЯ - 4*15-20
🥑РАЗГИБАНИЯ РУК СИДЯ - 4*15-20
🥑СГИБАНИЯ РУК СИДЯ - 4*15-20

🥑ЗАМИНКА\РАСТЯЖКА (самостоятельно)

Не забывайте правильно питаться и пить достаточное количество воды💦

#спортнормажизни
#тренируйсядома",1586617210
"УПРАЖНЕНИЯ С ПАЛКАМИ ДЛЯ СКАНДИНАВСКОЙ ХОДЬБЫ👍🏻
Инструктор М.Соколовская👩‍🦱

Мария проводит занятия по скандинавской ходьбе на ул.Шаврова. А каждую субботу в 12.00 дает мастер-класс в парке Озеро Долгое☀
❗до 30.04.2020 занятия в группах, а также мастер-классы - приостановлены❗

Необходимый инвентарь - палки для скандинавской ходьбы

#спортнормажизни
#тренируйсядома",1586610007
"АФК (БЕГОВЕЛЫ)🚴‍♂
Инструктор А.Кадырова🐣

Айгуль работает с самой особенной группой Центра спорта - детьми с ограниченными возможностями здоровья. Благодаря [https://vk.com/begovelon|БеговелОН] Айгуль помогает юным спортсменам стать увереннее и сильнее, а их родителям увидеть безграничные возможности своих детей👶

Занятия проводить необходимо в ❗спортивной форме❗в формате РОДИТЕЛИ+ДЕТИ❗

Необходимый инвентарь - 3-5 фишек, малярный (бумажный) скотч

🌱ДЕРЕВО - 10 сек
🌱ДЕРЕВО КАЧАЕТСЯ - 10 сек 
🌱ХОЖДЕНИЕ НА ПЯТКАХ - 2-4 раза
🌱НАКЛОНЫ ГОЛОВЫ - 2-4 раза
🌱ПОВОРОТЫ ГОЛОВЫ - 2-4 раза
🌱ПОДЪЕМ ПЛЕЧЕЙ - 2-4 раза
🌱""ВЕРТОЛЕТ"" ВПЕРЕД 4-8 раз
🌱""ВЕРТОЛЕТ"" НАЗАД 4-8 раз
🌱НАКЛОН ВПРАВО-ВЛЕВО - по 2 раза
🌱НАКЛОН ВПЕРЕД - 4 раза
🌱ПЕРЕКАТЫ ПЯТКА-НОСОК - 4 раза
🌱ПРЫЖКИ НА МЕСТЕ ""ЗАЙЧИК"" - 10 раз
🌱ПРЫЖКИ НА ЛЕВОЙ НОГЕ - 10 раз
🌱ПРЫЖКИ НА ПРАВОЙ НОГЕ - 10 раз
🌱ПРЫЖКИ ВОКРУГ СЕБЯ ПО ЧАСОВОЙ СТРЕЛКЕ - ПРОТИВ ЧАСОВОЙ СТРЕЛКИ - 2 раза
🌱""ЦАПЛЯ"" (в каждой позиции 5 сек.)
🌱""ЗМЕЙКА"" 4-6 подходов
🌱ПРЫЖКИ ДВУМЯ НОГАМИ ВПЕРЕД И ОБРАТНО - 2-4 подхода
🌱ХОЖДЕНИЕ ПО МОСТИКУ - 2-5 раз
🌱ПЕРЕПРЫГИВАНИЕ ЧЕРЕЗ МОСТИК - 2-4 подхода
🌱""КРОКОДИЛ"" - 2 раза по 20 сек, отдых 10 сек
❤

#тренируйсядома
#спортнормажизни",1586595610
"УТРЕННЯЯ ЗАРЯДКА😃
от Инструктора, Кандидата биологических наук В.Дейнеко🖖🏻

Вадим проводит занятия по скандинавской ходьбе в Удельном парке! 
❗До 30.04.20 парк закрыт❗

#тренируемсядома
#спортнормажизни",1586581209
,1586550448
"СИЛОВАЯ КРУГОВАЯ ТРЕНИРОВКА🤸
Инструктор Е.Гилко🧚‍♂

Елизавета Гилко является обладателем самого большого количества дипломов и сертификатов о прохождении различных курсов и семинаров в области физической культуры и спорта🤓 Лиза знает о всех современных подходах и методах работы с различными возрастными категориями занимающихся🤗 Опыт работы в сфере физической культуры и спорта - с 2001 года👍🏻

✅каждое упражнение по 10 повторений
✅3-4 круга
✅отдых между сериями 15 сек.

⭐ПРИСЕДАНИЯ ЗАКЛЮЧЕННОГО
⭐ОТЖИМАНИЯ С АКЦЕНТОМ НА ТРИЦЕПС
⭐ПРЫЖКИ (УПОР ПРИСЕВ)
⭐КАСАНИЯ ГОЛЕНИ
⭐ЯГОДИЧНЫЙ МОСТИК
⭐СКЛАДКА (ПРЕСС)
⭐ПОДТЯГИВАНИЯ

Не забывайте перед выполнением комплекса сделать суставную разминку, а по завершению - хорошо потянуться😊

#спортнормажизни
#тренируйсядома",1586530816
"ДЕТСКИЙ ФИТНЕС
Инструктор Д.Баглий💪🏻

РАЗМИНКА 
✅Бег на месте-3 минуты 
✅Бег с высоким подниманием бедра-1 минута 
✅Бег с захлестом голени- 1 минута 
✅Джампинг Джек-1 минута 
✅Шаги на месте- 1 минута 
 
Далее - упражнения друг за другом, ❗20❗ повторений каждого 
🐰Наклоны головы в стороны 
🐰Повороты головы в стороны 
🐰Круговые движения двумя руками вперед/назад(махи) 
🐰Круговые движения в локтевом суставе 
🐰Круговые движения в лучезапястном суставе 
🐰Наклоны туловища в стороны 
🐰Повороты туловища в стороны 
🐰Круговые движения в тазобедренном суставе 
🐰Круговые движения в коленном суставе 
🐰Круговые движения в голеностопном суставе 
 
🌱КОМПЛЕКС на 10.04.2020🌱 
 
Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений

⚡Подъем туловища с касанием голени 
⚡Боковые скручивания 
⚡Отжимания с колен- узкая постановка рук 
⚡Классические приседания 
⚡В упоре лежа- поочередно подъем правой и левой руки 

#тренируйсядома
#спортнормажизни",1586523605
"ТАНЕЦ ЖИВОТА (BELLY DANCE)👸
Инструктор Л.Быкова💃

🍍Разминка
🍍ч. 1 Элементы

#тренируйсядома 
#спортнормажизни",1586509211
"УТРЕННЯЯ ЗАРЯДКА🕺🕺🕺
А давайте повторим самую бодрую зарядку от ЦС😜

#тренируйсядома
#спортнормажизни",1586494807
,1586451607
"ХИП-ХОП🤪
Инструктор А.Руденок👩‍💻

Алена Руденок - тренер команды «A-ARMY» (Двукратные чемпионы мира, двукратные чемпионы Европы по версии UDO Street Dance Championships), участники ТВ передач. Помимо этого Алена выступает сама на соревнованиях международного уровня, является победителем и призером🥇🏆

#тренируйсядома 
#спортнормажизни",1586444411
"ТЕХНИКА ВЛАДЕНИЯ МЯЧОМ (ФУТБОЛ)⚽
Инструктор Е.Шевченко👍🏻

Егор Шевченко - профессиональный футболист, закончил карьеру в ФК Шинник. Место проведения занятий - спортивная площадка по адресу: Ланское ш., 9. 
(❗На данный момент ВСЕ спортивные площадки закрыты❗)

#тренируйсядома 
#спортнормажизни",1586437210
,1586424011
"АФК
Инструктор В. Истомина😎

Валентина Истомина - специалист по афк, дыхательной гимнастике. Каждое ее занятие - это море позитива и творчества🙃

Необходимый инвентарь - массажер, стул, гимнастическая палка, палки для скандинавской ходьбы

#тренируйсядома
#спортнормажизни",1586422809
"УТРЕННЯЯ ЗАРЯДКА☀
Начинайте день бодро🤸",1586408405
"ДЕТСКИЙ ФИТНЕС👶
Инструктор Д.Баглий

РАЗМИНКА 
✅Бег на месте-3 минуты 
✅Бег с высоким подниманием бедра-1 минута 
✅Бег с захлестом голени- 1 минута 
✅Джампинг Джек-1 минута 
✅Шаги на месте- 1 минута
 
Далее - упражнения друг за другом, ❗20❗ повторений каждого 
⭐Наклоны головы в стороны 
⭐Повороты головы в стороны 
⭐Круговые движения двумя руками вперед/назад(махи) 
⭐Круговые движения в локтевом суставе 
⭐Круговые движения в лучезапястном суставе 
⭐Наклоны туловища в стороны 
⭐Повороты туловища в стороны 
⭐Круговые движения в тазобедренном суставе 
⭐Круговые движения в коленном суставе 
⭐Круговые движения в голеностопном суставе 
 
🌱КОМПЛЕКС на 08.04.2020🌱

Выполняем упражнения друг за другом по 25 повторений, всего 4 круга по 5 упражнений

💥Сит-ап 
💥Классические отжимания 
💥Приседания с прыжком 
💥Ягодичный мост 
💥«Самолет» Лежа на животе- подъем туловища-руки вверх- в стороны 

Не забывайте после занятий о растяжке😉",1586354408
"СУСТАВНАЯ ГИМНАСТИКА🧘‍♀
Инструктор Е.Гилко✌🏻",1586336416
🔈,1586322610
